Harga;tanggal
15192;26/08/2021
15014;27/08/2021
14895;28/08/2021
14755;29/08/2021
14624;30/08/2021
14705;31/08/2021
14911;01/09/2021
15011;02/09/2021
14933;03/09/2021
15025;04/09/2021
15419;05/09/2021
15816;06/09/2021
16154;07/09/2021
16071;08/09/2021
16238;09/09/2021
16414;10/09/2021
16463;11/09/2021
16403;12/09/2021
16412;13/09/2021
16489;14/09/2021
16585;15/09/2021
16422;16/09/2021
16526;17/09/2021
16774;18/09/2021
17019;19/09/2021
17774;20/09/2021
17914;21/09/2021
18133;22/09/2021
18170;23/09/2021
18139;24/09/2021
18194;25/09/2021
18168;26/09/2021
18072;27/09/2021
17883;28/09/2021
17688;29/09/2021
17596;30/09/2021
17758;01/10/2021
17825;02/10/2021
18198;03/10/2021
18475;04/10/2021
18407;05/10/2021
18752;06/10/2021
19128;07/10/2021
19351;08/10/2021
19649;09/10/2021
19644;10/10/2021
19654;11/10/2021
19685;12/10/2021
19860;13/10/2021
20078;14/10/2021
20452;15/10/2021
20521;16/10/2021
20613;17/10/2021
20369;18/10/2021
20339;19/10/2021
20158;20/10/2021
19871;21/10/2021
19668;22/10/2021
19495;23/10/2021
19293;24/10/2021
18349;25/10/2021
17979;26/10/2021
18011;27/10/2021
17798;28/10/2021
17640;29/10/2021
17385;30/10/2021
17369;31/10/2021
17408;01/11/2021
17068;02/11/2021
17042;03/11/2021
17049;04/11/2021
16955;05/11/2021
16780;06/11/2021
16569;07/11/2021
16708;08/11/2021
16725;09/11/2021
16495;10/11/2021
16495;11/11/2021
16213;12/11/2021
16075;13/11/2021
16202;14/11/2021
16112;15/11/2021
15937;16/11/2021
16067;17/11/2021
16119;18/11/2021
16708;19/11/2021
17277;20/11/2021
18473;21/11/2021
19883;22/11/2021
20563;23/11/2021
21319;24/11/2021
21777;25/11/2021
23325;26/11/2021
25270;27/11/2021
26561;28/11/2021
29476;29/11/2021
33071;30/11/2021
37443;01/12/2021
42256;02/12/2021
46167;03/12/2021
50879;04/12/2021
52116;05/12/2021
54875;06/12/2021
56974;07/12/2021
56980;08/12/2021
57802;09/12/2021
58144;10/12/2021
59121;11/12/2021
61069;12/12/2021
73048;13/12/2021
76244;14/12/2021
78192;15/12/2021
77593;16/12/2021
77948;17/12/2021
79824;18/12/2021
80110;19/12/2021
82657;20/12/2021
83479;21/12/2021
83512;22/12/2021
83844;23/12/2021
85995;24/12/2021
86232;25/12/2021
85044;26/12/2021
83961;27/12/2021
83057;28/12/2021
80317;29/12/2021
76781;30/12/2021
70128;31/12/2021
68185;01/01/2022
69324;02/01/2022
67964;03/01/2022
65118;04/01/2022
58047;05/01/2022
51184;06/01/2022
47719;07/01/2022
46252;08/01/2022
45838;09/01/2022
43073;10/01/2022
40569;11/01/2022
39953;12/01/2022
38704;13/01/2022
38401;14/01/2022
37896;15/01/2022
37696;16/01/2022
36437;17/01/2022
35501;18/01/2022
35120;19/01/2022
34057;20/01/2022
31797;21/01/2022
30976;22/01/2022
30022;23/01/2022
27390;24/01/2022
26607;25/01/2022
25578;26/01/2022
24356;27/01/2022
23897;28/01/2022
23722;29/01/2022
24054;30/01/2022
24799;31/01/2022
24749;01/02/2022
25365;02/02/2022
27543;03/02/2022
32989;04/02/2022
36890;05/02/2022
36884;06/02/2022
34885;07/02/2022
35335;08/02/2022
35242;09/02/2022
34782;10/02/2022
34603;11/02/2022
35098;12/02/2022
35003;13/02/2022
35178;14/02/2022
36051;15/02/2022
38142;16/02/2022
38792;17/02/2022
39062;18/02/2022
39182;19/02/2022
39590;20/02/2022
41764;21/02/2022
43083;22/02/2022
44568;23/02/2022
45612;24/02/2022
45758;25/02/2022
48738;26/02/2022
49043;27/02/2022
51515;28/02/2022
54085;01/03/2022
54963;02/03/2022
55311;03/03/2022
56594;04/03/2022
57900;05/03/2022
58182;06/03/2022
59896;07/03/2022
59695;08/03/2022
58435;09/03/2022
53524;10/03/2022
52484;11/03/2022
53377;12/03/2022
51901;13/03/2022
48247;14/03/2022
46801;15/03/2022
46671;16/03/2022
47731;17/03/2022
48682;18/03/2022
48632;19/03/2022
47913;20/03/2022
45952;21/03/2022
45219;22/03/2022
44592;23/03/2022
44576;24/03/2022
43916;25/03/2022
43446;26/03/2022
42660;27/03/2022
41457;28/03/2022
41224;29/03/2022
40653;30/03/2022
40038;31/03/2022
39834;01/04/2022
39371;02/04/2022
38896;03/04/2022
40557;04/04/2022
41500;05/04/2022
39975;06/04/2022
37517;07/04/2022
33926;08/04/2022
32462;09/04/2022
30807;10/04/2022
28806;11/04/2022
27644;12/04/2022
26711;13/04/2022
25947;14/04/2022
25514;15/04/2022
25409;16/04/2022
25088;17/04/2022
24772;18/04/2022
24748;19/04/2022
24271;20/04/2022
23974;21/04/2022
23137;22/04/2022
23311;23/04/2022
23374;24/04/2022
23482;25/04/2022
24499;26/04/2022
26222;27/04/2022
26373;28/04/2022
26439;29/04/2022
26873;30/04/2022
27967;01/05/2022
28606;02/05/2022
28458;03/05/2022
29880;04/05/2022
30050;05/05/2022
29687;06/05/2022
28124;07/05/2022
27274;08/05/2022
24775;09/05/2022
24844;10/05/2022
25103;11/05/2022
25216;12/05/2022
25471;13/05/2022
26089;14/05/2022
27307;15/05/2022
28402;16/05/2022
32253;17/05/2022
34908;18/05/2022
37552;19/05/2022
39941;20/05/2022
42203;21/05/2022
42087;22/05/2022
41959;23/05/2022
43461;24/05/2022
49043;25/05/2022
50601;26/05/2022
50491;27/05/2022
51380;28/05/2022
52363;29/05/2022
57517;30/05/2022
61855;31/05/2022
62792;01/06/2022
61914;02/06/2022
63965;03/06/2022
74159;04/06/2022
76248;05/06/2022
82470;06/06/2022
85496;07/06/2022
86477;08/06/2022
88075;09/06/2022
88943;10/06/2022
89557;11/06/2022
89493;12/06/2022
89243;13/06/2022
91359;14/06/2022
91621;15/06/2022
91151;16/06/2022
90474;17/06/2022
90507;18/06/2022
90758;19/06/2022
93043;20/06/2022
94657;21/06/2022
96677;22/06/2022
96478;23/06/2022
95868;24/06/2022
96188;25/06/2022
95794;26/06/2022
94549;27/06/2022
93366;28/06/2022
93317;29/06/2022
92111;30/06/2022
91464;01/07/2022
91839;02/07/2022
92205;03/07/2022
94527;04/07/2022
95156;05/07/2022
93959;06/07/2022
92441;07/07/2022
92494;08/07/2022
91322;09/07/2022
91572;10/07/2022
94222;11/07/2022
94418;12/07/2022
92517;13/07/2022
86255;14/07/2022
81251;15/07/2022
81152;16/07/2022
80380;17/07/2022
73759;18/07/2022
71430;19/07/2022
69618;20/07/2022
68437;21/07/2022
67369;22/07/2022
67181;23/07/2022
66405;24/07/2022
63917;25/07/2022
62067;26/07/2022
61187;27/07/2022
60475;28/07/2022
60612;29/07/2022
60973;30/07/2022
61288;31/07/2022
62268;01/08/2022
61868;02/08/2022
61587;03/08/2022
60301;04/08/2022
58540;05/08/2022
57892;06/08/2022
57482;07/08/2022
54786;08/08/2022
54011;09/08/2022
52923;10/08/2022
50660;11/08/2022
47641;12/08/2022
45247;13/08/2022
43656;14/08/2022
39223;15/08/2022
38715;16/08/2022
38710;17/08/2022
37952;18/08/2022
37621;19/08/2022
37585;20/08/2022
37471;21/08/2022
35979;22/08/2022
35414;23/08/2022
35042;24/08/2022
34570;25/08/2022
34703;26/08/2022
34882;27/08/2022
35208;28/08/2022
37410;29/08/2022
39441;30/08/2022
41515;31/08/2022
42385;01/09/2022
43141;02/09/2022
43385;03/09/2022
44010;04/09/2022
47963;05/09/2022
50803;06/09/2022
51747;07/09/2022
51486;08/09/2022
50743;09/09/2022
50126;10/09/2022
50617;11/09/2022
51175;12/09/2022
51572;13/09/2022
52688;14/09/2022
53223;15/09/2022
56656;16/09/2022
61584;17/09/2022
62836;18/09/2022
64045;19/09/2022
63526;20/09/2022
62402;21/09/2022
60770;22/09/2022
59089;23/09/2022
58754;24/09/2022
57860;25/09/2022
55578;26/09/2022
55155;27/09/2022
55846;28/09/2022
55353;29/09/2022
55063;30/09/2022
55131;01/10/2022
54901;02/10/2022
53116;03/10/2022
52690;04/10/2022
51470;05/10/2022
48066;06/10/2022
44643;07/10/2022
44504;08/10/2022
44670;09/10/2022
43396;10/10/2022
42585;11/10/2022
41613;12/10/2022
40388;13/10/2022
39224;14/10/2022
39088;15/10/2022
38467;16/10/2022
36850;17/10/2022
35638;18/10/2022
35507;19/10/2022
34985;20/10/2022
34674;21/10/2022
34094;22/10/2022
33614;23/10/2022
32430;24/10/2022
32702;25/10/2022
32703;26/10/2022
32009;27/10/2022
30846;28/10/2022
30726;29/10/2022
30207;30/10/2022
28611;31/10/2022
27501;01/11/2022
27000;02/11/2022
26112;03/11/2022
26172;04/11/2022
26653;05/11/2022
26634;06/11/2022
26508;07/11/2022
26098;08/11/2022
25876;09/11/2022
25882;10/11/2022
25807;11/11/2022
25845;12/11/2022
25819;13/11/2022
25432;14/11/2022
25909;15/11/2022
27380;16/11/2022
28477;17/11/2022
29157;18/11/2022
29603;19/11/2022
30147;20/11/2022
30585;21/11/2022
30678;22/11/2022
30301;23/11/2022
30050;24/11/2022
29478;25/11/2022
28773;26/11/2022
28650;27/11/2022
28486;28/11/2022
29041;29/11/2022
29605;30/11/2022
30339;01/12/2022
30481;02/12/2022
31769;03/12/2022
32713;04/12/2022
36959;05/12/2022
39431;06/12/2022
39683;07/12/2022
39770;08/12/2022
39628;09/12/2022
39250;10/12/2022
38937;11/12/2022
37478;12/12/2022
36957;13/12/2022
35541;14/12/2022
34286;15/12/2022
33580;16/12/2022
33599;17/12/2022
33748;18/12/2022
33979;19/12/2022
33933;20/12/2022
33737;21/12/2022
34085;22/12/2022
36503;23/12/2022
38625;24/12/2022
39387;25/12/2022
42301;26/12/2022
43628;27/12/2022
46168;28/12/2022
48036;29/12/2022
49433;30/12/2022
50644;31/12/2022
52189;01/01/2023
58995;02/01/2023
60428;03/01/2023
58697;04/01/2023
56529;05/01/2023
56339;06/01/2023
57776;07/01/2023
57018;08/01/2023
55783;09/01/2023
54374;10/01/2023
52574;11/01/2023
51725;12/01/2023
50582;13/01/2023
49498;14/01/2023
47910;15/01/2023
43279;16/01/2023
43617;17/01/2023
45781;18/01/2023
46233;19/01/2023
45856;20/01/2023
45487;21/01/2023
45224;22/01/2023
46771;23/01/2023
49256;24/01/2023
49204;25/01/2023
49296;26/01/2023
49744;27/01/2023
49640;28/01/2023
49547;29/01/2023
49882;30/01/2023
49841;31/01/2023
49191;01/02/2023
48150;02/02/2023
48194;03/02/2023
49137;04/02/2023
50459;05/02/2023
53358;06/02/2023
54289;07/02/2023
54259;08/02/2023
54494;09/02/2023
55572;10/02/2023
56593;11/02/2023
56941;12/02/2023
58471;13/02/2023
58590;14/02/2023
58771;15/02/2023
60517;16/02/2023
61340;17/02/2023
61671;18/02/2023
61321;19/02/2023
60809;20/02/2023
60555;21/02/2023
61229;22/02/2023
60989;23/02/2023
60782;24/02/2023
60587;25/02/2023
60107;26/02/2023
57971;27/02/2023
57774;28/02/2023
58233;01/03/2023
59782;02/03/2023
63060;03/03/2023
65068;04/03/2023
66397;05/03/2023
70951;06/03/2023
71507;07/03/2023
71180;08/03/2023
71429;09/03/2023
72137;10/03/2023
72928;11/03/2023
73138;12/03/2023
74131;13/03/2023
74640;14/03/2023
74971;15/03/2023
76185;16/03/2023
76698;17/03/2023
76115;18/03/2023
76129;19/03/2023
75571;20/03/2023
74975;21/03/2023
74467;22/03/2023
73188;23/03/2023
73325;24/03/2023
73528;25/03/2023
72608;26/03/2023
65540;27/03/2023
56109;28/03/2023
51544;29/03/2023
52083;30/03/2023
50405;31/03/2023
46324;01/04/2023
45197;02/04/2023
40507;03/04/2023
38862;04/04/2023
36705;05/04/2023
35678;06/04/2023
34850;07/04/2023
33956;08/04/2023
33119;09/04/2023
30764;10/04/2023
29968;11/04/2023
29627;12/04/2023
28720;13/04/2023
28063;14/04/2023
28030;15/04/2023
28035;16/04/2023
27190;17/04/2023
29487;18/04/2023
30683;19/04/2023
30077;20/04/2023
31436;21/04/2023
31675;22/04/2023
31857;23/04/2023
32030;24/04/2023
30828;25/04/2023
27776;26/04/2023
25125;27/04/2023
24117;28/04/2023
24169;29/04/2023
24297;30/04/2023
24473;01/05/2023
24482;02/05/2023
24917;03/05/2023
24911;04/05/2023
24727;05/05/2023
24740;06/05/2023
25337;07/05/2023
26492;08/05/2023
27241;09/05/2023
27769;10/05/2023
28172;11/05/2023
27914;12/05/2023
27941;13/05/2023
28086;14/05/2023
28873;15/05/2023
30000;16/05/2023
30447;17/05/2023
30532;18/05/2023
30840;19/05/2023
32426;20/05/2023
33815;21/05/2023
36517;22/05/2023
36444;23/05/2023
35953;24/05/2023
35589;25/05/2023
35951;26/05/2023
36980;27/05/2023
36733;28/05/2023
36251;29/05/2023
36931;30/05/2023
37251;31/05/2023
37331;01/06/2023
37142;02/06/2023
37122;03/06/2023
37354;04/06/2023
37307;05/06/2023
37694;06/06/2023
37328;07/06/2023
37241;08/06/2023
37354;09/06/2023
37492;10/06/2023
37311;11/06/2023
36208;12/06/2023
36053;13/06/2023
35367;14/06/2023
35067;15/06/2023
34395;16/06/2023
33689;17/06/2023
32866;18/06/2023
31155;19/06/2023
31572;20/06/2023
31653;21/06/2023
31268;22/06/2023
30876;23/06/2023
30726;24/06/2023
30441;25/06/2023
30444;26/06/2023
30415;27/06/2023
29776;28/06/2023
29774;29/06/2023
30149;30/06/2023
30703;01/07/2023
30404;02/07/2023
28407;03/07/2023
27935;04/07/2023
27144;05/07/2023
26240;06/07/2023
26163;07/07/2023
26555;08/07/2023
27042;09/07/2023
26655;10/07/2023
26098;11/07/2023
25813;12/07/2023
25844;13/07/2023
25894;14/07/2023
26148;15/07/2023
25987;16/07/2023
25993;17/07/2023
25752;18/07/2023
25811;19/07/2023
26587;20/07/2023
27432;21/07/2023
27611;22/07/2023
27734;23/07/2023
28501;24/07/2023
29414;25/07/2023
30676;26/07/2023
31347;27/07/2023
31406;28/07/2023
31767;29/07/2023
31908;30/07/2023
33329;31/07/2023
33923;01/08/2023
34650;02/08/2023
35224;03/08/2023
35674;04/08/2023
36181;05/08/2023
36264;06/08/2023
37803;07/08/2023
38595;08/08/2023
38789;09/08/2023
38884;10/08/2023
38947;11/08/2023
39252;12/08/2023
39237;13/08/2023
39953;14/08/2023
40724;15/08/2023
41283;16/08/2023
41111;17/08/2023
41012;18/08/2023
41258;19/08/2023
41070;20/08/2023
39859;21/08/2023
39130;22/08/2023
38494;23/08/2023
36824;24/08/2023
35836;25/08/2023
35076;26/08/2023
34399;27/08/2023
31433;28/08/2023
31002;29/08/2023
29973;30/08/2023
28932;31/08/2023
28470;01/09/2023
28025;02/09/2023
27641;03/09/2023
26014;04/09/2023
26492;05/09/2023
26211;06/09/2023
26095;07/09/2023
25861;08/09/2023
25916;09/09/2023
25757;10/09/2023
25154;11/09/2023
25067;12/09/2023
25043;13/09/2023
24882;14/09/2023
24669;15/09/2023
24621;16/09/2023
24757;17/09/2023
24977;18/09/2023
25336;19/09/2023
25096;20/09/2023
24951;21/09/2023
25072;22/09/2023
25473;23/09/2023
25716;24/09/2023
26318;25/09/2023
26492;26/09/2023
26581;27/09/2023
26675;28/09/2023
26851;29/09/2023
27600;30/09/2023
27804;01/10/2023
30164;02/10/2023
31335;03/10/2023
32076;04/10/2023
33887;05/10/2023
35040;06/10/2023
35064;07/10/2023
35511;08/10/2023
36482;09/10/2023
37202;10/10/2023
38358;11/10/2023
39394;12/10/2023
39245;13/10/2023
39093;14/10/2023
39389;15/10/2023
41320;16/10/2023
43007;17/10/2023
43839;18/10/2023
45128;19/10/2023
45713;20/10/2023
46673;21/10/2023
47732;22/10/2023
54047;23/10/2023
55955;24/10/2023
56521;25/10/2023
57571;26/10/2023
57901;27/10/2023
60061;28/10/2023
61603;29/10/2023
65272;30/10/2023
66150;31/10/2023
65041;01/11/2023
64432;02/11/2023
66946;03/11/2023
68443;04/11/2023
68086;05/11/2023
66415;06/11/2023
66280;07/11/2023
68516;08/11/2023
70516;09/11/2023
70420;10/11/2023
69832;11/11/2023
69162;12/11/2023
70476;13/11/2023
71799;14/11/2023
71999;15/11/2023
72685;16/11/2023
73338;17/11/2023
73732;18/11/2023
74328;19/11/2023
80221;20/11/2023
85383;21/11/2023
87067;22/11/2023
85796;23/11/2023
85202;24/11/2023
84431;25/11/2023
83846;26/11/2023
81985;27/11/2023
82167;28/11/2023
81673;29/11/2023
80850;30/11/2023
79816;01/12/2023
80171;02/12/2023
80343;03/12/2023
83078;04/12/2023
84471;05/12/2023
83630;06/12/2023
83371;07/12/2023
84826;08/12/2023
85037;09/12/2023
85262;10/12/2023
85501;11/12/2023
85186;12/12/2023
83115;13/12/2023
82655;14/12/2023
80637;15/12/2023
79971;16/12/2023
79494;17/12/2023
76401;18/12/2023
76026;19/12/2023
75325;20/12/2023
74691;21/12/2023
73953;22/12/2023
73892;23/12/2023
73810;24/12/2023
73734;25/12/2023
73689;26/12/2023
73065;27/12/2023
72581;28/12/2023
71642;29/12/2023
70288;30/12/2023
68838;31/12/2023
69328;01/01/2024
70646;02/01/2024
69040;03/01/2024
65810;04/01/2024
60999;05/01/2024
58851;06/01/2024
58227;07/01/2024
53639;08/01/2024
51317;09/01/2024
49005;10/01/2024
47163;11/01/2024
44404;12/01/2024
43303;13/01/2024
43929;14/01/2024
45251;15/01/2024
44736;16/01/2024
42635;17/01/2024
40371;18/01/2024
39699;19/01/2024
39812;20/01/2024
39348;21/01/2024
37146;22/01/2024
35198;23/01/2024
34628;24/01/2024
34989;25/01/2024
34995;26/01/2024
34901;27/01/2024
34424;28/01/2024
34180;29/01/2024
34356;30/01/2024
34332;31/01/2024
33774;01/02/2024
33430;02/02/2024
33606;03/02/2024
33906;04/02/2024
34562;05/02/2024
34950;06/02/2024
35880;07/02/2024
36536;08/02/2024
37946;09/02/2024
40819;10/02/2024
42209;11/02/2024
46062;12/02/2024
46786;13/02/2024
47376;14/02/2024
54408;15/02/2024
60753;16/02/2024
61070;17/02/2024
61659;18/02/2024
62590;19/02/2024
63609;20/02/2024
66302;21/02/2024
68780;22/02/2024
69647;23/02/2024
68760;24/02/2024
64392;25/02/2024
56305;26/02/2024
57542;27/02/2024
56872;28/02/2024
55476;29/02/2024
51922;01/03/2024
51508;02/03/2024
51910;03/03/2024
53228;04/03/2024
54214;05/03/2024
52351;06/03/2024
51625;07/03/2024
51023;08/03/2024
51220;09/03/2024
50491;10/03/2024
48048;11/03/2024
47884;12/03/2024
49559;13/03/2024
48521;14/03/2024
45307;15/03/2024
42091;16/03/2024
41126;17/03/2024
38432;18/03/2024
36954;19/03/2024
35232;20/03/2024
32628;21/03/2024
32539;22/03/2024
32238;23/03/2024
31525;24/03/2024
29276;25/03/2024
28348;26/03/2024
27896;27/03/2024
27735;28/03/2024
27546;29/03/2024
27597;30/03/2024
27558;31/03/2024
28597;01/04/2024
29553;02/04/2024
29544;03/04/2024
28608;04/04/2024
28597;05/04/2024
29409;06/04/2024
30976;07/04/2024
32081;08/04/2024
31818;09/04/2024
31864;10/04/2024
32002;11/04/2024
32963;12/04/2024
32909;13/04/2024
31582;14/04/2024
30337;15/04/2024
27617;16/04/2024
27064;17/04/2024
26478;18/04/2024
27158;19/04/2024
27729;20/04/2024
27786;21/04/2024
30118;22/04/2024
30314;23/04/2024
30241;24/04/2024
30314;25/04/2024
30758;26/04/2024
30418;27/04/2024
30287;28/04/2024
27872;29/04/2024
27279;30/04/2024
26993;01/05/2024
25730;02/05/2024
24773;03/05/2024
24514;04/05/2024
24292;05/05/2024
22477;06/05/2024
22120;07/05/2024
21680;08/05/2024
21733;09/05/2024
21632;10/05/2024
21396;11/05/2024
21466;12/05/2024
20755;13/05/2024
21321;14/05/2024
22675;15/05/2024
23523;16/05/2024
24146;17/05/2024
23805;18/05/2024
23644;19/05/2024
23655;20/05/2024
23640;21/05/2024
23638;22/05/2024
23586;23/05/2024
23701;24/05/2024
23852;25/05/2024
24453;26/05/2024
25333;27/05/2024
25385;28/05/2024
25469;29/05/2024
25509;30/05/2024
25646;31/05/2024
25713;01/06/2024
25838;02/06/2024
26886;03/06/2024
27502;04/06/2024
28552;05/06/2024
28907;06/06/2024
29437;07/06/2024
30122;08/06/2024
31051;09/06/2024
33204;10/06/2024
32913;11/06/2024
32555;12/06/2024
31871;13/06/2024
31387;14/06/2024
31198;15/06/2024
30738;16/06/2024
30482;17/06/2024
30821;18/06/2024
30373;19/06/2024
29515;20/06/2024
28730;21/06/2024
28059;22/06/2024
27366;23/06/2024
26586;24/06/2024
27800;25/06/2024
27900;26/06/2024
27843;27/06/2024
27721;28/06/2024
28291;29/06/2024
28878;30/06/2024
30764;01/07/2024
32620;02/07/2024
34404;03/07/2024
35557;04/07/2024
36187;05/07/2024
36738;06/07/2024
37081;07/07/2024
39806;08/07/2024
40462;09/07/2024
41719;10/07/2024
44297;11/07/2024
46770;12/07/2024
49364;13/07/2024
50717;14/07/2024
53405;15/07/2024
54202;16/07/2024
57209;17/07/2024
62279;18/07/2024
63849;19/07/2024
64323;20/07/2024
64161;21/07/2024
65349;22/07/2024
69248;23/07/2024
72530;24/07/2024
72368;25/07/2024
69128;26/07/2024
68079;27/07/2024
68250;28/07/2024
71548;29/07/2024
71199;30/07/2024
68978;31/07/2024
67476;01/08/2024
67597;02/08/2024
67849;03/08/2024
67776;04/08/2024
66727;05/08/2024
66541;06/08/2024
65770;07/08/2024
64547;08/08/2024
62887;09/08/2024
62352;10/08/2024
61919;11/08/2024
58987;12/08/2024
57309;13/08/2024
55013;14/08/2024
52894;15/08/2024
51766;16/08/2024
51287;17/08/2024
51379;18/08/2024
52587;19/08/2024
51146;20/08/2024
49012;21/08/2024
46744;22/08/2024
44997;23/08/2024
44367;24/08/2024
43404;25/08/2024
39494;26/08/2024
36336;27/08/2024
34567;28/08/2024
34474;29/08/2024
33992;30/08/2024
33245;31/08/2024
32909;01/09/2024
31564;02/09/2024
31132;03/09/2024
31575;04/09/2024
32205;05/09/2024
32057;06/09/2024
32089;07/09/2024
32095;08/09/2024
32035;09/09/2024
32092;10/09/2024
31621;11/09/2024
31529;12/09/2024
31484;13/09/2024
31426;14/09/2024
31554;15/09/2024
31478;16/09/2024
32006;17/09/2024
32837;18/09/2024
32912;19/09/2024
32930;20/09/2024
32746;21/09/2024
32754;22/09/2024
32305;23/09/2024
32224;24/09/2024
31974;25/09/2024
31564;26/09/2024
31210;27/09/2024
31153;28/09/2024
30993;29/09/2024
30678;30/09/2024
30841;01/10/2024
31369;02/10/2024
32063;03/10/2024
32476;04/10/2024
32579;05/10/2024
32626;06/10/2024
33304;07/10/2024
33953;08/10/2024
34650;09/10/2024
35109;10/10/2024
35062;11/10/2024
35284;12/10/2024
35389;13/10/2024
35744;14/10/2024
35775;15/10/2024
35877;16/10/2024
35418;17/10/2024
34833;18/10/2024
34766;19/10/2024
34641;20/10/2024
33939;21/10/2024
33653;22/10/2024
33454;23/10/2024
33306;24/10/2024
33115;25/10/2024
32926;26/10/2024
32656;27/10/2024
31279;28/10/2024
30841;29/10/2024
30663;30/10/2024
29975;31/10/2024
29309;01/11/2024
28809;02/11/2024
28540;03/11/2024
27517;04/11/2024
27779;05/11/2024
28699;06/11/2024
29148;07/11/2024
29527;08/11/2024
29509;09/11/2024
29481;10/11/2024
30461;11/11/2024
31177;12/11/2024
31321;13/11/2024
30968;14/11/2024
30022;15/11/2024
29616;16/11/2024
29398;17/11/2024
28429;18/11/2024
27690;19/11/2024
26521;20/11/2024
25962;21/11/2024
25619;22/11/2024
25666;23/11/2024
25267;24/11/2024
24206;25/11/2024
23793;26/11/2024
23799;27/11/2024
24930;28/11/2024
25184;29/11/2024
25398;30/11/2024
25296;01/12/2024
24418;02/12/2024
24514;03/12/2024
25244;04/12/2024
26406;05/12/2024
26694;06/12/2024
26739;07/12/2024
26805;08/12/2024
27580;09/12/2024
28651;10/12/2024
29448;11/12/2024
30005;12/12/2024
30255;13/12/2024
30416;14/12/2024
32134;15/12/2024
37026;16/12/2024
37866;17/12/2024
37695;18/12/2024
38169;19/12/2024
41716;20/12/2024
46368;21/12/2024
48702;22/12/2024
50188;23/12/2024
48197;24/12/2024
49649;25/12/2024
52594;26/12/2024
54251;27/12/2024
53756;28/12/2024
54674;29/12/2024
56361;30/12/2024
56942;31/12/2024
